Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Total Precipitation daily sum [sfc];Snowfall amount raw daily sum [sfc];Total Cloud Cover daily mean [sfc];High Cloud Cover daily mean [high cld lay];Medium Cloud Cover daily mean [mid cld lay];Low Cloud Cover daily mean [low cld lay];Sunshine Duration daily sum [sfc];Shortwave Radiation daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Wind Speed daily mean [80 m above gnd];Wind Direction daily mean [80 m above gnd];Wind Speed daily mean [900 mb];Wind Direction daily mean [900 mb];Wind Gust daily mean [sfc];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL];Total Cloud Cover daily max [sfc];Total Cloud Cover daily min [sfc];High Cloud Cover daily max [high cld lay];High Cloud Cover daily min [high cld lay];Medium Cloud Cover daily max [mid cld lay];Medium Cloud Cover daily min [mid cld lay];Low Cloud Cover daily max [low cld lay];Low Cloud Cover daily min [low cld lay];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd];Wind Speed daily max [80 m above gnd];Wind Speed daily min [80 m above gnd];Wind Speed daily max [900 mb];Wind Speed daily min [900 mb];Wind Gust daily max [sfc];Wind Gust daily min [sfc]
2001;07;14;00;00;20.42;84.29;1010.03;6.60;0.00;87.25;34.75;78.96;63.33;113.27;3252.95;7.20;226.01;9.80;229.95;21.14;252.07;18.88;24.66;14.81;98.00;68.00;1011.20;1008.50;100.00;10.00;100.00;0.00;100.00;1.00;100.00;5.00;15.85;3.90;18.45;3.01;44.93;1.54;30.24;8.28
2001;07;15;00;00;18.04;92.79;1011.34;13.80;0.00;100.00;82.92;74.71;100.00;0.00;2048.78;7.67;206.99;10.12;209.76;15.33;153.96;12.75;20.94;11.90;98.00;81.00;1018.60;1008.40;100.00;100.00;100.00;43.00;100.00;0.00;100.00;100.00;9.35;5.00;15.23;7.99;18.69;10.09;17.64;7.56
2001;07;16;00;00;14.51;81.46;1016.67;5.40;0.00;100.00;65.25;63.92;100.00;0.00;4592.40;3.66;168.77;4.49;127.93;6.20;113.40;6.90;17.57;10.93;98.00;67.00;1018.80;1014.20;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;6.31;0.93;7.73;0.61;9.74;2.21;12.24;2.16
2001;07;17;00;00;17.32;73.88;1012.26;1.40;0.00;76.83;21.46;37.21;73.50;312.77;4954.63;3.56;248.22;4.84;233.04;7.09;252.09;8.54;21.35;14.01;86.00;55.00;1015.10;1007.60;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;6.00;1.74;11.50;1.00;19.02;3.27;24.48;0.36
2001;07;18;00;00;17.01;79.83;1007.61;9.10;0.00;60.96;7.79;45.12;59.62;285.55;3179.97;7.98;209.07;13.70;216.71;32.41;241.09;27.57;20.91;14.14;97.00;58.00;1008.90;1005.40;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;14.78;3.69;24.06;6.85;50.94;15.67;36.00;17.64
2001;07;19;00;00;15.17;72.50;1006.87;0.90;0.00;51.62;25.08;48.71;36.54;159.63;4770.40;13.06;223.73;20.90;234.80;34.17;246.82;29.73;20.77;7.43;95.00;52.00;1009.80;1005.60;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;23.50;5.03;30.10;10.35;38.79;24.55;38.88;15.48
2001;07;20;00;00;14.49;83.42;1015.90;2.90;0.00;79.79;1.12;3.71;79.79;155.74;2882.71;13.04;265.34;19.09;267.74;32.91;273.36;20.89;16.92;12.44;97.00;67.00;1020.80;1010.30;100.00;10.00;20.00;0.00;34.00;0.00;100.00;10.00;19.10;5.89;24.51;10.63;41.17;20.48;28.80;10.44
2001;07;21;00;00;17.40;75.62;1020.38;0.00;0.00;59.58;5.79;17.12;45.29;247.46;5793.90;2.94;198.00;3.51;211.11;7.36;239.44;5.82;22.12;11.93;98.00;57.00;1021.80;1018.90;100.00;0.00;32.00;0.00;100.00;0.00;100.00;0.00;5.59;1.46;10.34;0.67;19.13;1.64;9.00;3.60
2001;07;22;00;00;20.53;68.75;1018.83;0.00;0.00;3.21;0.00;0.00;3.21;847.15;7844.46;3.19;96.04;2.70;96.87;5.72;71.05;5.97;27.27;11.92;100.00;42.00;1021.10;1016.40;34.00;0.00;0.00;0.00;0.00;0.00;34.00;0.00;4.28;1.81;5.25;1.51;9.71;3.20;9.72;3.96
2001;07;23;00;00;23.08;68.12;1016.17;0.60;0.00;52.69;41.29;52.00;8.50;399.57;7343.39;3.72;76.10;3.51;104.20;6.06;59.36;6.95;29.21;15.45;100.00;45.00;1017.80;1014.30;100.00;0.00;100.00;0.00;100.00;0.00;90.00;0.00;5.81;0.88;7.73;1.60;8.52;4.06;12.60;3.24
2001;07;24;00;00;22.55;68.46;1014.90;0.30;0.00;28.29;20.96;24.75;16.79;627.22;6286.07;4.45;112.42;5.28;108.89;8.97;110.22;6.76;27.12;16.31;97.00;49.00;1015.90;1014.10;100.00;0.00;100.00;0.00;100.00;0.00;67.00;0.00;10.77;0.35;11.11;0.14;22.56;3.60;15.48;1.44
2001;07;25;00;00;22.33;72.25;1015.45;0.00;0.00;14.50;0.00;2.50;14.50;730.04;6652.75;7.63;69.99;9.94;58.39;18.66;64.22;15.65;27.20;15.63;99.00;54.00;1016.50;1014.50;60.00;0.00;0.00;0.00;60.00;0.00;60.00;0.00;13.95;2.54;15.23;1.91;26.29;8.70;23.04;6.84
2001;07;26;00;00;23.09;71.50;1015.62;0.00;0.00;35.02;28.21;21.96;11.79;451.62;7062.15;5.72;80.77;5.86;86.48;16.13;78.49;10.35;28.83;16.55;100.00;47.00;1016.80;1014.10;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;11.30;2.52;10.68;2.02;22.27;9.71;20.16;5.76
2001;07;27;00;00;24.04;67.00;1015.95;0.20;0.00;15.37;0.38;11.96;13.21;713.82;7191.20;2.23;150.71;2.63;168.81;4.20;160.81;5.31;30.20;16.50;100.00;40.00;1017.70;1014.60;74.00;0.00;3.00;0.00;74.00;0.00;74.00;0.00;3.23;0.79;4.54;1.01;12.40;0.34;7.56;3.60
2001;07;28;00;00;24.00;70.04;1018.36;0.50;0.00;33.20;35.79;32.62;16.92;441.02;4809.56;2.78;176.72;3.48;184.30;3.67;241.09;5.13;28.45;17.69;95.00;46.00;1020.70;1017.20;100.00;0.00;100.00;0.00;100.00;0.00;81.00;0.00;4.46;1.14;6.84;0.57;7.88;2.23;7.56;2.88
2001;07;29;00;00;23.65;71.83;1020.84;0.00;0.00;36.10;41.42;29.04;7.54;421.40;6310.10;3.94;222.66;5.15;219.89;6.97;266.71;6.81;28.53;17.35;100.00;46.00;1022.40;1019.60;100.00;0.00;100.00;0.00;100.00;0.00;33.00;0.00;5.63;1.50;6.52;2.16;8.97;5.56;10.80;2.16
2001;07;30;00;00;23.93;67.58;1023.21;0.00;0.00;12.95;15.75;6.79;3.12;859.23;7368.31;3.57;31.89;5.88;91.50;7.86;112.37;7.61;29.35;17.31;100.00;43.00;1024.30;1022.40;100.00;0.00;100.00;0.00;100.00;0.00;23.00;0.00;5.54;0.93;10.63;1.42;10.68;4.73;12.24;3.96
2001;07;31;00;00;24.98;62.54;1022.78;0.00;0.00;4.11;4.83;0.00;2.71;863.24;7454.64;3.03;248.48;4.78;219.74;8.38;248.09;6.05;30.78;17.48;92.00;40.00;1023.90;1021.20;30.00;0.00;46.00;0.00;0.00;0.00;30.00;0.00;6.25;0.74;7.98;0.17;12.74;4.15;11.88;2.16
2001;08;01;00;00;25.17;65.33;1020.90;0.00;0.00;6.37;16.00;0.00;4.17;836.33;7185.86;5.06;102.49;7.03;73.26;9.54;50.42;9.01;30.16;19.09;89.00;47.00;1022.90;1018.30;11.40;0.00;38.00;0.00;0.00;0.00;10.00;0.00;10.31;1.39;10.27;4.52;16.67;6.57;16.56;2.88
2001;08;02;00;00;25.90;71.17;1013.82;0.00;0.00;52.96;52.67;31.92;21.79;443.62;7025.66;4.07;128.02;5.41;136.50;10.14;152.93;10.77;34.63;17.90;100.00;40.00;1018.80;1009.20;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.55;1.91;11.22;3.17;28.12;5.92;20.88;5.04
2001;08;03;00;00;21.88;82.29;1015.09;9.60;0.00;98.21;75.58;98.00;73.50;13.40;2241.02;9.32;253.97;15.18;255.20;26.25;265.70;17.82;26.50;20.03;90.00;66.00;1017.30;1011.50;100.00;78.00;100.00;0.00;100.00;78.00;100.00;0.00;15.05;2.00;24.13;3.85;46.98;7.09;25.92;2.88
2001;08;04;00;00;19.59;78.92;1018.70;6.50;0.00;93.71;70.50;85.50;64.33;73.40;3769.15;7.75;255.92;8.15;260.76;18.30;270.17;13.57;21.86;18.01;98.00;58.00;1020.80;1016.20;100.00;65.00;100.00;0.00;100.00;1.00;100.00;1.00;13.62;2.11;14.60;2.85;33.71;7.42;21.60;3.24
2001;08;05;00;00;18.56;65.79;1020.86;0.00;0.00;58.00;6.62;20.42;42.00;465.22;5372.93;12.45;234.51;17.84;251.43;29.36;264.56;20.23;22.95;13.80;86.00;46.00;1021.50;1020.10;100.00;0.00;45.00;0.00;100.00;0.00;100.00;0.00;23.32;3.63;27.77;6.17;37.61;17.46;30.60;7.20
2001;08;06;00;00;16.97;84.29;1019.02;0.80;0.00;97.58;12.46;48.17;88.50;0.00;1633.15;8.96;201.34;11.61;213.14;35.42;249.07;18.93;19.42;14.17;91.00;73.00;1021.10;1018.00;100.00;67.00;100.00;0.00;100.00;2.00;100.00;0.00;14.95;3.12;17.16;4.83;53.03;13.13;29.52;5.76
2001;08;07;00;00;19.88;75.08;1015.05;0.80;0.00;83.42;34.88;62.12;50.00;218.90;5225.19;10.90;231.68;16.12;239.51;39.03;255.37;24.59;24.84;15.45;95.00;52.00;1018.80;1010.90;100.00;10.00;100.00;0.00;100.00;1.00;100.00;0.00;19.43;4.46;22.41;12.24;59.03;19.56;33.48;16.56
2001;08;08;00;00;19.53;81.75;1012.37;10.90;0.00;85.92;27.50;63.79;73.50;164.35;2916.53;11.29;237.10;18.05;244.07;36.76;254.01;25.68;22.50;17.36;96.00;54.00;1014.20;1010.60;100.00;10.00;100.00;0.00;100.00;0.00;100.00;0.00;19.68;4.68;28.00;11.71;57.44;21.06;35.28;16.56
2001;08;09;00;00;19.63;73.71;1015.88;3.70;0.00;86.04;69.92;76.08;69.92;154.47;4723.23;9.88;244.62;15.86;251.65;27.65;260.32;21.78;24.42;16.02;96.00;48.00;1018.20;1014.10;100.00;10.00;100.00;0.00;100.00;0.00;100.00;3.00;17.00;5.37;21.78;8.47;40.43;15.62;33.48;11.88
2001;08;10;00;00;17.61;70.42;1022.61;0.60;0.00;80.79;0.25;9.33;80.79;271.28;4315.61;12.31;279.41;17.42;281.14;27.38;286.12;19.42;20.75;14.92;96.00;45.00;1025.80;1018.80;100.00;10.00;4.00;0.00;100.00;0.00;100.00;10.00;17.62;4.76;23.18;11.55;38.23;14.09;25.56;9.72
2001;08;11;00;00;16.91;61.12;1026.72;0.00;0.00;61.33;0.00;1.38;61.33;425.82;4377.91;4.33;253.09;6.60;281.14;9.11;273.51;7.71;19.67;14.32;72.00;49.00;1028.10;1025.60;100.00;0.00;0.00;0.00;30.00;0.00;100.00;0.00;5.43;3.33;9.82;4.74;12.93;6.22;11.52;5.76
2001;08;12;00;00;17.50;64.67;1023.26;0.00;0.00;17.12;13.67;4.62;11.46;721.03;7132.46;2.26;170.19;2.68;194.52;6.19;175.02;4.83;24.71;8.90;100.00;37.00;1026.80;1019.00;100.00;0.00;100.00;0.00;61.00;0.00;100.00;0.00;3.73;0.35;5.93;0.47;11.10;0.24;7.56;0.36
2001;08;13;00;00;21.28;57.17;1017.78;0.00;0.00;28.58;52.67;19.29;0.00;591.92;6917.08;4.55;191.68;5.61;199.47;9.07;261.32;6.99;28.28;11.87;87.00;32.00;1019.80;1015.70;74.00;0.90;100.00;3.00;74.00;0.00;0.00;0.00;7.22;1.21;7.62;2.21;13.48;4.35;9.00;3.96
2001;08;14;00;00;23.98;59.04;1016.25;0.00;0.00;30.00;100.00;0.08;0.00;629.56;6419.57;3.83;106.08;4.14;113.12;7.29;97.74;6.64;30.62;15.91;88.00;36.00;1017.30;1014.40;30.00;30.00;100.00;100.00;2.00;0.00;0.00;0.00;4.53;2.24;5.93;2.24;12.96;3.32;8.64;5.40
2001;08;15;00;00;26.00;59.00;1016.49;0.00;0.00;10.51;15.88;9.58;2.08;889.56;6619.82;4.29;161.99;5.77;170.82;9.18;230.85;9.72;33.72;16.29;92.00;29.00;1017.80;1015.10;84.00;0.00;100.00;0.00;84.00;0.00;10.00;0.00;5.11;2.56;7.79;3.32;16.68;5.03;12.96;6.48
2001;08;16;00;00;24.50;63.46;1016.06;1.50;0.00;44.11;9.75;43.75;30.33;462.59;4605.75;9.20;203.17;12.64;209.21;18.44;241.50;16.73;31.81;16.75;92.00;34.00;1020.20;1014.50;100.00;0.00;41.00;0.00;100.00;0.00;100.00;0.00;17.75;3.89;23.53;4.74;32.05;7.53;32.76;6.12
2001;08;17;00;00;21.52;82.50;1018.22;2.30;0.00;74.23;46.88;63.29;43.71;198.24;3905.32;4.30;107.71;6.05;113.79;8.77;98.14;8.14;26.38;18.21;98.00;56.00;1020.30;1016.50;100.00;6.00;100.00;8.00;100.00;0.00;100.00;0.00;6.37;2.99;8.97;4.24;13.33;4.83;12.60;5.76
2001;08;18;00;00;22.29;72.17;1013.48;0.60;0.00;50.45;5.29;14.29;43.04;530.47;6042.21;3.19;123.31;3.96;132.74;6.37;154.23;8.32;29.95;16.59;100.00;39.00;1016.70;1010.00;100.00;0.00;65.00;0.00;100.00;0.00;100.00;0.00;4.32;1.56;6.15;2.58;10.84;2.42;14.04;5.04
2001;08;19;00;00;23.22;65.50;1012.20;3.60;0.00;81.34;73.50;78.54;42.75;249.13;3357.08;6.98;202.59;10.55;207.23;16.99;252.07;14.50;26.62;18.68;92.00;47.00;1013.30;1010.40;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;13.72;1.74;20.57;1.70;33.64;0.93;24.48;1.80
2001;08;20;00;00;19.74;84.58;1015.34;23.60;0.00;83.75;67.88;73.50;83.21;96.21;1670.53;3.74;243.18;5.81;237.18;8.53;264.17;6.69;21.99;18.06;97.00;62.00;1018.10;1012.40;100.00;5.00;100.00;0.00;100.00;0.00;100.00;5.00;7.57;1.00;12.35;1.14;15.19;1.62;11.52;1.80
2001;08;21;00;00;20.84;71.25;1018.23;0.00;0.00;10.29;0.00;0.00;10.29;758.42;6285.18;5.11;78.86;6.13;74.78;9.24;121.53;8.72;26.44;14.37;99.00;50.00;1019.50;1016.90;26.00;0.00;0.00;0.00;0.00;0.00;26.00;0.00;10.59;1.18;13.09;2.13;21.19;3.33;19.44;2.52
2001;08;22;00;00;21.21;74.08;1019.93;0.00;0.00;21.50;0.71;0.08;21.29;700.74;6437.37;5.41;83.35;5.76;88.86;13.28;73.60;10.02;27.85;14.93;100.00;47.00;1021.30;1018.80;100.00;0.00;13.00;0.00;2.00;0.00;100.00;0.00;8.80;2.71;12.24;2.52;20.78;6.17;18.36;5.76
2001;08;23;00;00;22.81;71.88;1018.88;0.00;0.00;64.30;53.62;47.42;13.83;235.40;6043.99;3.34;88.30;3.48;94.70;9.12;71.58;6.43;29.02;16.16;100.00;47.00;1020.30;1017.00;100.00;1.20;100.00;0.00;100.00;0.00;100.00;0.00;4.28;2.51;5.37;1.84;18.56;3.37;9.36;5.04
2001;08;24;00;00;24.39;67.38;1017.55;0.00;0.00;23.31;35.62;16.92;0.12;530.77;6280.73;2.49;98.49;3.00;103.02;3.30;87.49;5.46;30.66;17.03;99.00;43.00;1018.70;1015.70;100.00;0.00;100.00;0.00;100.00;0.00;2.00;0.00;3.49;1.18;5.61;0.57;6.19;1.18;7.56;3.24
2001;08;25;00;00;24.78;66.29;1017.90;0.00;0.00;16.77;48.25;0.00;4.54;557.28;6082.26;2.46;102.48;2.16;143.02;3.29;102.03;5.46;31.24;17.00;100.00;37.00;1019.20;1016.50;38.00;0.00;100.00;0.00;0.00;0.00;38.00;0.00;3.62;1.70;4.15;0.79;4.64;1.94;6.84;4.32
2001;08;26;00;00;25.41;63.71;1017.40;0.00;0.00;12.87;35.96;3.42;0.92;639.67;6296.75;3.40;111.33;3.43;125.35;3.20;59.48;6.55;32.20;17.11;100.00;34.00;1019.00;1015.70;58.00;0.00;100.00;0.00;58.00;0.00;22.00;0.00;4.66;1.55;5.24;0.79;5.16;1.68;8.28;4.32
2001;08;27;00;00;25.51;58.50;1015.29;0.70;0.00;31.90;37.46;28.21;11.12;542.67;5247.44;8.53;210.76;13.11;205.50;21.36;251.10;15.59;33.07;18.04;89.00;29.00;1017.30;1013.90;100.00;0.00;100.00;0.00;100.00;0.00;83.00;0.00;15.97;3.36;22.33;5.58;32.85;4.78;25.56;7.56
2001;08;28;00;00;20.54;70.50;1016.73;0.00;0.00;9.01;4.21;0.25;8.38;655.97;6130.32;6.63;43.87;6.58;39.47;8.09;56.97;12.97;26.19;15.32;98.00;50.00;1018.30;1014.80;28.00;0.00;20.00;0.00;3.00;0.00;28.00;0.00;8.14;4.77;13.40;2.44;14.79;1.83;18.72;7.20
2001;08;29;00;00;19.56;69.21;1012.42;0.00;0.00;25.42;50.50;16.75;6.12;550.50;5999.49;6.32;74.79;4.87;74.20;7.88;80.33;10.80;27.41;11.63;100.00;44.00;1015.50;1009.10;100.00;0.00;100.00;0.00;100.00;0.00;35.00;0.00;8.08;3.91;7.69;2.56;15.17;4.46;16.92;7.56
2001;08;30;00;00;19.43;77.92;1009.72;5.70;0.00;89.54;68.33;71.25;66.88;0.00;2180.50;7.04;208.93;9.72;211.62;19.74;245.98;13.42;23.43;15.08;95.00;60.00;1012.10;1008.60;100.00;30.00;100.00;0.00;100.00;1.00;100.00;0.00;15.69;2.56;24.55;1.87;39.39;0.66;23.76;4.68
2001;08;31;00;00;16.74;80.58;1012.34;6.10;0.00;90.29;23.83;50.83;84.58;93.28;2204.53;9.88;255.30;13.16;258.18;23.46;271.77;16.57;18.50;13.51;92.00;71.00;1013.70;1011.30;100.00;26.00;100.00;0.00;100.00;0.00;100.00;10.00;17.62;3.62;22.31;6.45;34.33;7.92;24.48;7.92
2001;09;01;00;00;15.28;77.42;1015.88;0.70;0.00;98.29;9.96;25.58;98.29;22.34;3125.68;8.90;278.83;10.73;284.44;18.12;291.43;12.26;18.23;12.77;95.00;59.00;1018.80;1014.20;100.00;59.00;100.00;0.00;100.00;0.00;100.00;59.00;11.82;5.04;17.71;7.09;35.48;11.70;20.52;6.84
2001;09;02;00;00;17.53;66.29;1018.30;0.00;0.00;65.87;38.75;26.38;49.58;260.28;4810.45;5.11;260.00;5.24;270.74;10.32;288.02;5.82;22.13;14.01;89.00;45.00;1020.10;1016.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;7.71;2.11;7.89;3.39;13.05;7.08;10.80;2.52
2001;09;03;00;00;17.63;63.17;1015.50;0.00;0.00;10.46;9.21;6.83;3.25;711.79;5969.23;7.07;218.10;10.34;228.34;15.91;267.03;11.79;25.48;8.49;90.00;39.00;1017.90;1012.20;100.00;0.00;28.00;0.00;100.00;0.00;20.00;0.00;11.66;3.05;22.72;3.79;35.07;7.65;24.48;5.76
2001;09;04;00;00;14.66;83.42;1012.94;16.70;0.00;92.54;55.21;84.67;90.21;0.00;1253.12;12.63;253.53;18.98;257.79;39.54;269.98;24.11;17.63;11.65;95.00;66.00;1015.80;1010.90;100.00;11.00;100.00;0.00;100.00;0.00;100.00;11.00;21.89;5.43;30.99;8.41;50.18;26.95;35.28;14.76
2001;09;05;00;00;11.89;88.42;1020.10;10.90;0.00;100.00;0.29;32.29;100.00;0.00;1380.39;13.10;270.94;14.43;276.14;38.93;290.78;19.47;13.75;9.82;96.00;67.00;1022.50;1016.20;100.00;100.00;7.00;0.00;100.00;0.00;100.00;100.00;17.39;6.24;26.07;6.80;58.36;16.42;27.72;6.12
2001;09;06;00;00;13.62;74.00;1018.41;5.70;0.00;92.29;23.42;34.04;89.38;94.47;3202.22;5.65;228.02;6.99;231.00;14.54;257.43;10.32;18.13;9.96;97.00;49.00;1021.10;1015.80;100.00;17.00;100.00;0.00;100.00;0.00;100.00;17.00;9.92;2.85;9.86;5.04;31.37;5.87;18.72;4.32
2001;09;07;00;00;15.38;78.83;1018.10;2.20;0.00;100.00;66.54;73.00;92.46;0.00;2039.88;13.70;258.44;17.03;255.75;37.65;277.61;21.41;18.67;13.16;97.00;51.00;1019.50;1016.30;100.00;100.00;100.00;0.00;100.00;0.00;100.00;10.00;23.00;5.79;30.77;6.27;62.33;24.20;34.92;9.72
2001;09;08;00;00;18.61;62.38;1013.03;4.90;0.00;77.92;85.42;76.29;61.00;254.91;4637.79;27.57;260.01;37.79;260.58;68.52;265.89;43.38;23.29;14.88;95.00;48.00;1016.50;1010.20;100.00;21.00;100.00;25.00;100.00;21.00;100.00;0.00;38.78;20.50;53.00;27.84;77.15;54.81;56.16;33.48
2001;09;09;00;00;11.96;72.12;1014.81;2.80;0.00;45.57;23.92;22.83;43.25;519.86;3317.03;16.30;272.74;21.58;278.90;37.75;286.32;25.27;15.09;6.68;96.00;47.00;1016.10;1012.20;100.00;4.50;100.00;0.00;100.00;0.00;100.00;0.00;24.99;6.35;31.07;8.48;45.32;30.12;32.76;10.44
2001;09;10;00;00;10.96;70.25;1017.06;0.70;0.00;92.04;2.79;4.54;92.04;31.23;2451.06;18.21;269.28;24.41;273.51;40.20;278.45;24.18;12.92;7.93;93.00;57.00;1019.40;1015.30;100.00;22.00;23.00;0.00;37.00;0.00;100.00;22.00;24.99;11.27;29.01;18.17;50.86;34.56;29.16;17.28
2001;09;11;00;00;11.19;75.38;1019.55;0.30;0.00;86.25;26.62;22.67;86.17;52.23;3046.47;13.23;266.08;18.23;273.05;25.40;280.47;16.34;14.63;8.22;100.00;52.00;1020.60;1019.10;100.00;2.00;100.00;0.00;100.00;0.00;100.00;0.00;23.44;7.55;26.41;10.25;38.59;16.49;24.48;9.72
2001;09;12;00;00;14.16;67.96;1019.35;0.00;0.00;90.08;25.54;25.50;74.67;122.93;3163.95;10.88;250.17;16.62;255.96;30.91;269.03;17.53;19.42;10.33;83.00;53.00;1020.80;1017.30;100.00;22.00;100.00;0.00;100.00;0.00;100.00;0.00;16.63;5.56;22.60;13.30;41.59;20.42;25.20;12.60
2001;09;13;00;00;16.08;67.42;1011.84;0.40;0.00;97.75;91.83;97.75;17.83;0.00;3729.10;14.43;224.97;21.90;233.71;42.98;252.92;29.97;21.91;9.76;94.00;41.00;1018.50;1006.00;100.00;69.00;100.00;17.00;100.00;69.00;100.00;0.00;26.09;5.33;34.98;11.57;52.15;32.15;44.28;13.68
2001;09;14;00;00;13.15;86.12;1008.35;11.70;0.00;93.88;5.79;60.42;92.21;86.17;2198.30;15.81;252.51;22.09;254.62;42.22;261.84;28.21;15.31;11.46;96.00;67.00;1015.40;1004.00;100.00;25.00;100.00;0.00;100.00;0.00;100.00;25.00;23.28;9.57;32.00;14.24;54.02;27.85;37.08;15.48
2001;09;15;00;00;13.37;76.71;1015.78;0.40;0.00;100.00;47.21;40.54;100.00;0.00;2988.62;13.56;250.42;18.09;251.64;35.37;263.44;21.54;17.27;10.67;94.00;51.00;1017.40;1013.90;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;23.08;7.17;32.02;10.10;46.12;25.10;34.20;13.32
2001;09;16;00;00;11.60;86.71;1015.39;7.40;0.00;95.88;21.42;71.17;95.88;44.04;1712.36;17.26;267.29;25.10;269.25;44.44;274.54;26.48;13.40;9.55;95.00;77.00;1016.70;1014.20;100.00;73.00;100.00;0.00;100.00;0.00;100.00;73.00;23.65;12.27;32.02;18.86;51.94;33.06;32.76;20.52
2001;09;17;00;00;10.07;86.62;1015.30;9.50;0.00;100.00;10.04;52.79;100.00;0.00;1617.13;9.78;281.03;12.10;287.22;24.33;305.04;14.55;11.09;8.91;97.00;73.00;1016.40;1014.10;100.00;100.00;31.00;0.00;100.00;2.00;100.00;100.00;13.09;5.62;18.56;8.71;46.59;14.23;21.60;6.84
2001;09;18;00;00;11.59;69.67;1014.92;0.00;0.00;83.42;0.04;0.67;83.42;38.98;4076.20;5.57;238.55;6.90;244.58;9.90;257.95;7.66;15.70;9.10;86.00;50.00;1016.20;1013.20;100.00;0.00;1.00;0.00;11.00;0.00;100.00;0.00;8.39;3.78;13.84;3.16;15.09;4.46;14.04;3.96
2001;09;19;00;00;11.45;78.83;1013.37;4.80;0.00;88.67;46.17;82.67;88.67;0.00;2106.63;9.50;186.66;14.06;197.87;32.31;222.67;27.99;16.20;6.80;92.00;55.00;1015.30;1011.50;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;16.17;3.86;21.26;6.34;52.40;13.02;38.88;9.00
2001;09;20;00;00;15.40;74.83;1015.13;2.40;0.00;96.88;23.88;95.21;95.75;32.55;3818.99;14.01;231.47;20.74;234.06;46.08;245.05;33.36;20.56;11.24;93.00;51.00;1016.40;1014.10;100.00;69.00;95.00;0.00;100.00;69.00;100.00;43.00;23.24;3.61;31.09;7.09;63.41;29.73;39.60;17.64
2001;09;21;00;00;14.40;83.88;1015.93;3.20;0.00;60.75;7.21;31.67;43.46;253.56;2374.52;4.01;262.47;5.18;266.19;15.20;281.57;9.93;17.26;11.72;100.00;66.00;1016.70;1014.40;100.00;10.00;100.00;0.00;100.00;0.00;100.00;0.00;6.35;1.61;8.20;0.86;30.92;2.25;15.48;5.40
2001;09;22;00;00;13.17;82.04;1014.24;0.00;0.00;46.17;7.71;19.92;37.33;403.61;4117.14;3.68;68.19;4.42;66.40;5.47;56.68;8.92;19.08;8.99;100.00;59.00;1016.80;1011.80;100.00;1.00;78.00;0.00;100.00;0.00;100.00;0.00;5.11;2.18;8.43;2.85;11.16;2.84;16.92;5.04
2001;09;23;00;00;12.61;90.62;1007.98;5.90;0.00;90.29;74.21;71.75;90.29;0.00;1194.38;5.32;59.79;5.86;62.01;7.75;90.84;10.88;15.31;9.13;100.00;74.00;1012.50;1005.40;100.00;11.00;100.00;0.00;100.00;0.00;100.00;11.00;9.72;1.12;9.28;1.17;13.42;2.04;17.28;3.24
2001;09;24;00;00;14.86;85.08;1009.35;0.90;0.00;75.42;51.12;57.04;60.38;288.02;2433.26;3.14;208.24;3.68;198.69;4.67;253.66;5.26;18.40;12.27;98.00;66.00;1015.20;1006.10;100.00;10.00;100.00;0.00;100.00;0.00;100.00;0.00;6.81;0.43;7.64;0.41;8.94;0.42;10.80;1.44
2001;09;25;00;00;13.64;77.92;1017.34;0.00;0.00;86.46;48.42;84.71;44.42;109.79;2285.52;3.59;182.83;5.48;180.60;8.40;278.35;5.86;17.77;10.16;99.00;57.00;1019.80;1015.20;100.00;55.00;100.00;0.00;100.00;55.00;100.00;0.00;8.99;0.66;10.34;0.98;14.16;4.06;11.88;1.44
2001;09;26;00;00;14.42;71.42;1021.14;0.90;0.00;72.66;5.62;16.42;72.29;314.78;3123.01;4.66;227.20;7.75;257.13;14.89;271.97;9.04;17.50;10.45;89.00;58.00;1022.30;1019.60;100.00;5.40;18.00;0.00;74.00;0.00;100.00;0.00;7.61;0.66;12.16;0.67;25.93;2.06;16.56;2.88
